state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,recharge_total,minutes_total,calls_total,rechargesPerMinute,plan,churn,prob,cluster
VA,118,area_code_415,0,0,0,154.6,112,26.28,184.2,105,15.66,217.4,102,9.78,12.6,5,3.4,2,55.12,568.8,326,0.0969057665260196,Nenhum,0,0.02130749999340652,0
TN,17,area_code_510,0,1,31,153.1,115,26.03,185.9,59,15.8,224.3,102,10.09,10.0,1,2.7,6,54.620000000000005,573.3,283,0.0952729809872667,Apenas Correio de Voz,1,0.9693280773457543,3
VA,130,area_code_408,0,0,0,211.2,119,35.9,231.1,120,19.64,220.9,80,9.94,6.3,9,1.7,2,67.18,669.4999999999999,330,0.1003435399551904,Nenhum,0,0.02128834539945428,1
ID,193,area_code_415,0,0,0,96.8,92,16.46,142.6,103,12.12,210.1,115,9.45,10.9,5,2.94,2,40.97,460.4,317,0.0889878366637706,Nenhum,1,0.7960254310808239,3
TN,114,area_code_510,0,0,0,172.0,145,29.24,276.4,101,23.49,193.7,100,8.72,10.1,9,2.73,1,64.17999999999999,652.1999999999999,356,0.0984053971174486,Nenhum,0,0.02143221208639758,1
AZ,137,area_code_415,0,0,0,141.1,91,23.99,147.2,100,12.51,254.7,75,11.46,8.0,7,2.16,2,50.120000000000005,551.0,275,0.0909618874773139,Nenhum,0,0.021282576274914745,0
MT,185,area_code_408,0,1,29,151.1,121,25.69,244.7,88,20.8,154.4,91,6.95,13.8,2,3.73,2,57.17,563.9999999999999,304,0.1013652482269503,Apenas Correio de Voz,0,0.021419486241518473,2
OK,101,area_code_408,0,0,0,209.6,107,35.63,228.8,96,19.45,172.4,85,7.76,7.6,2,2.05,3,64.89,618.4,293,0.1049320827943079,Nenhum,0,0.021286627532763492,1
ID,95,area_code_415,0,1,32,247.0,109,41.99,125.6,91,10.68,226.5,90,10.19,10.5,4,2.84,3,65.7,609.6,297,0.1077755905511811,Apenas Correio de Voz,0,0.022094562562221025,2
NV,7,area_code_408,0,1,30,221.4,114,37.64,165.8,116,14.09,247.0,105,11.12,10.8,12,2.92,1,65.77,645.0,348,0.101968992248062,Apenas Correio de Voz,0,0.02128440102356226,2
KS,126,area_code_408,0,0,0,321.3,99,54.62,167.9,93,14.27,193.6,106,8.71,8.0,4,2.16,1,79.75999999999999,690.8000000000001,303,0.1154603358425014,Nenhum,1,0.9693765511048005,3
WY,71,area_code_415,0,0,0,243.7,124,41.43,60.0,90,5.1,189.0,129,8.5,11.3,2,3.05,0,58.08,504.0,345,0.1152380952380952,Nenhum,0,0.021289084365777963,1
MS,124,area_code_415,0,0,0,251.5,85,42.76,214.2,98,18.21,186.1,71,8.37,11.1,6,3.0,3,72.34,662.9,263,0.1091265650927741,Nenhum,0,0.021419094648671116,1
WY,97,area_code_510,1,0,0,236.9,107,40.27,157.6,105,13.4,241.0,120,10.85,7.3,2,1.97,0,66.49,642.8,334,0.1034380833851898,Apenas Internacional,1,0.9689615031381992,3
TX,28,area_code_415,0,0,0,159.7,79,27.15,216.7,131,18.42,206.7,116,9.3,9.3,3,2.51,2,57.38,592.3999999999999,331,0.0968602295746117,Nenhum,0,0.02129990577552838,1
WA,90,area_code_415,1,0,0,148.2,96,25.19,220.4,111,18.73,134.2,97,6.04,9.2,1,2.48,4,52.44,512.0,309,0.102421875,Apenas Internacional,1,0.9694549952302536,3
HI,190,area_code_408,0,0,0,150.9,86,25.65,268.6,129,22.83,179.9,73,8.1,14.7,1,3.97,1,60.55,614.1,290,0.0985995766161862,Nenhum,0,0.021317597672033006,1
IL,31,area_code_415,0,1,28,210.5,101,35.79,250.5,86,21.29,241.6,125,10.87,11.5,2,3.11,1,71.06,714.1,315,0.0995098725668673,Apenas Correio de Voz,0,0.021311058688948788,2
AK,52,area_code_415,0,1,24,170.9,71,29.05,201.4,80,17.12,159.0,124,7.15,4.1,5,1.11,2,54.43,535.4,282,0.1016623085543518,Apenas Correio de Voz,0,0.021296381460619875,2
MD,73,area_code_510,0,0,0,254.7,80,43.3,90.2,79,7.67,153.4,60,6.9,10.6,8,2.86,0,60.73,508.9,227,0.1193358223619571,Nenhum,0,0.021292867445356266,1
MA,111,area_code_415,0,0,0,284.4,89,48.35,157.0,113,13.35,242.8,91,10.93,8.4,8,2.27,0,74.89999999999999,692.6,301,0.1081432284146693,Nenhum,1,0.968943805798643,3
SD,98,area_code_415,0,0,0,0.0,0,0.0,159.6,130,13.57,167.1,88,7.52,6.8,1,1.84,4,22.93,333.5,223,0.0687556221889055,Nenhum,1,0.9693868750756675,3
PA,106,area_code_408,1,0,0,133.7,45,22.73,187.8,107,15.96,181.9,89,8.19,10.7,2,2.89,1,49.77,514.1,244,0.0968099591519159,Apenas Internacional,1,0.9694406525515722,3
NC,111,area_code_408,0,0,0,224.9,117,38.23,191.9,127,16.31,229.9,97,10.35,10.3,3,2.78,0,67.66999999999999,657.0,344,0.1029984779299847,Nenhum,0,0.021857784800584507,1
VT,59,area_code_408,0,0,0,151.8,98,25.81,209.9,92,17.84,266.9,86,12.01,11.9,5,3.21,1,58.87,640.5,282,0.0919125683060109,Nenhum,0,0.032998125909788595,1
KY,71,area_code_510,0,1,22,141.4,107,24.04,163.0,105,13.86,220.0,99,9.9,5.6,3,1.51,2,49.31,530.0,316,0.0930377358490566,Apenas Correio de Voz,0,0.022052280930457465,2
WA,55,area_code_408,0,0,0,285.7,124,48.57,230.9,106,19.63,230.7,140,10.38,14.8,7,4.0,0,82.58,762.0999999999999,377,0.1083584831386957,Nenhum,1,0.969369278218841,3
LA,13,area_code_415,0,0,0,58.4,121,9.93,262.2,64,22.29,159.0,115,7.15,11.9,5,3.21,1,42.58,491.5,306,0.0866327568667345,Nenhum,0,0.021313503798047185,0
WA,136,area_code_415,0,1,16,90.4,105,15.37,201.3,109,17.11,227.1,115,10.22,13.1,4,3.54,0,46.24,531.9000000000001,333,0.0869336341417559,Apenas Correio de Voz,0,0.021347006144309576,0
ME,123,area_code_408,0,0,0,114.4,91,19.45,216.6,123,18.41,250.6,102,11.28,11.0,3,2.97,0,52.11,592.6,319,0.0879345258184272,Nenhum,0,0.021306687596786465,0
WI,105,area_code_408,0,0,0,147.7,103,25.11,222.7,78,18.93,163.5,102,7.36,12.8,3,3.46,2,54.86,546.6999999999999,288,0.1003475397841595,Nenhum,0,0.02132100452065395,0
TX,50,area_code_408,0,1,31,302.7,93,51.46,240.5,119,20.44,193.9,103,8.73,13.6,14,3.67,3,84.30000000000001,750.7,332,0.112295191154922,Apenas Correio de Voz,0,0.02133391997768639,2
IA,118,area_code_415,0,0,0,136.1,120,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,3.05,1,53.81999999999999,579.8,318,0.0928251121076233,Nenhum,0,0.02128722598402751,0
AZ,97,area_code_408,0,0,0,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,3,55.05,540.3,262,0.1018878400888395,Nenhum,0,0.02128372549962681,0
ND,51,area_code_510,0,0,0,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0,70.11,679.9,323,0.1031181056037652,Nenhum,0,0.021342761277814128,1
VT,73,area_code_415,0,0,0,217.8,91,37.03,220.6,97,18.75,277.3,89,12.48,10.3,6,2.78,1,71.04,726.0,284,0.0978512396694215,Nenhum,1,0.849402430252475,3
HI,35,area_code_415,0,0,0,124.2,102,21.11,123.9,115,10.53,135.7,100,6.11,13.1,8,3.54,2,41.29,396.9,327,0.1040312421264802,Nenhum,0,0.021426851400722775,0
WY,64,area_code_415,0,0,0,206.2,76,35.05,232.4,76,19.75,251.6,96,11.32,13.6,2,3.67,1,69.79,703.8000000000001,251,0.0991616936629724,Nenhum,0,0.02129054823374136,1
WV,63,area_code_510,0,0,0,132.9,122,22.59,67.0,62,5.7,160.4,121,7.22,9.9,2,2.67,3,38.18,370.2,310,0.1031334413830361,Nenhum,0,0.021282979534514065,0
OK,117,area_code_415,0,1,31,104.9,115,17.83,237.6,125,20.2,263.4,104,11.85,7.7,6,2.08,3,51.96,613.6,353,0.0846805736636245,Apenas Correio de Voz,0,0.021398855069543324,2
CT,115,area_code_415,0,0,0,245.0,97,41.65,250.7,75,21.31,270.2,124,12.16,13.7,8,3.7,1,78.82,779.6,305,0.101103129810159,Nenhum,1,0.9694193159658735,3
UT,162,area_code_408,0,0,0,184.5,118,31.37,224.0,95,19.04,180.5,82,8.12,11.6,3,3.13,1,61.66,600.6,299,0.1026640026640026,Nenhum,0,0.021333844616161425,1
NY,89,area_code_415,0,0,0,89.5,66,15.22,179.3,104,15.24,225.1,116,10.13,12.3,1,3.32,3,43.91,506.2,290,0.0867443698143026,Nenhum,0,0.07533542712100069,0
VA,94,area_code_415,1,0,0,235.6,131,40.05,194.8,107,16.56,170.6,93,7.68,8.6,4,2.32,1,66.60999999999999,609.6,336,0.109268372703412,Apenas Internacional,0,0.0212913697530845,1
VT,129,area_code_408,0,0,0,186.0,127,31.62,262.3,96,22.3,98.9,63,4.45,11.5,6,3.11,4,61.48,558.7,296,0.1100411669948093,Nenhum,0,0.02133127010016281,1
SD,86,area_code_415,0,0,0,223.9,75,38.06,155.7,109,13.23,150.2,143,6.76,7.3,9,1.97,1,60.02,537.0999999999999,337,0.1117482777881214,Nenhum,0,0.021281782110783895,1
PA,96,area_code_510,0,0,0,179.5,125,30.52,162.3,139,13.8,264.5,133,11.9,6.6,2,1.78,1,58.0,612.9,400,0.0946320770109316,Nenhum,0,0.02128904589882082,1
ND,190,area_code_415,0,0,0,169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,5,2.4,1,61.62,628.9,314,0.0979806010494514,Nenhum,0,0.02293612280932883,1
CT,80,area_code_408,0,0,0,118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,1,44.69,495.7,260,0.0901553358886423,Nenhum,0,0.02129290410470919,0
SC,108,area_code_415,0,0,0,112.0,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,4,1.11,4,46.01,518.7,316,0.0887025255446308,Nenhum,1,0.967445872892527,3
MI,97,area_code_408,0,1,32,168.4,129,28.63,225.9,97,19.2,191.8,95,8.63,8.5,7,2.3,0,58.76,594.6,328,0.0988227379751093,Apenas Correio de Voz,0,0.02135445479980469,2
VT,84,area_code_415,0,1,42,214.3,112,36.43,188.2,107,16.0,333.5,117,15.01,11.3,10,3.05,0,70.49,747.3,346,0.0943262411347517,Apenas Correio de Voz,0,0.021302257709005016,2
OH,65,area_code_415,0,0,0,245.7,139,41.77,241.9,113,20.56,285.3,117,12.84,4.2,5,1.13,4,76.3,777.1000000000001,378,0.0981855617037704,Nenhum,1,0.9694345191834113,3
VT,131,area_code_415,0,1,34,156.6,134,26.62,71.0,95,6.04,261.7,120,11.78,13.4,10,3.62,1,48.06,502.69999999999993,360,0.0956037398050527,Apenas Correio de Voz,0,0.02129955779039607,2
IL,58,area_code_415,1,1,43,142.8,96,24.28,272.3,100,23.15,193.4,105,8.7,8.9,4,2.4,1,58.53,617.4,306,0.0948007774538386,Ambos,0,0.022542582734324173,2
MO,36,area_code_415,0,0,0,202.4,115,34.41,230.7,115,19.61,202.0,127,9.09,10.2,2,2.75,3,65.86,645.3000000000001,362,0.1020610568727723,Nenhum,0,0.022318249865841886,1
WI,54,area_code_415,0,0,0,116.8,119,19.86,123.1,123,10.46,217.5,101,9.79,12.0,2,3.24,1,43.35,469.4,346,0.0923519386450788,Nenhum,0,0.021282130978373736,0
NJ,45,area_code_510,0,0,0,155.7,110,26.47,260.3,103,22.13,192.2,98,8.65,11.0,1,2.97,1,60.21999999999999,619.2,313,0.0972545219638242,Nenhum,0,0.021289832801467908,1
GA,125,area_code_415,0,1,39,236.1,107,40.14,289.2,110,24.58,175.4,107,7.89,9.1,4,2.46,2,75.07,709.8,330,0.1057621865314173,Apenas Correio de Voz,0,0.021347702529900862,2
VT,72,area_code_415,0,1,21,138.1,113,23.48,260.1,83,22.11,135.4,118,6.09,8.2,2,2.21,2,53.89000000000001,541.8000000000001,318,0.0994647471391657,Apenas Correio de Voz,0,0.02132006036406409,2
CT,141,area_code_408,0,0,0,51.9,108,8.82,162.0,83,13.77,223.5,115,10.06,10.1,3,2.73,3,35.379999999999995,447.5,312,0.0790614525139664,Nenhum,0,0.02129794157972083,0
AZ,113,area_code_510,0,0,0,81.3,116,13.82,220.6,124,18.75,235.7,113,10.61,8.9,3,2.4,0,45.58,546.4999999999999,356,0.0834034766697164,Nenhum,0,0.021291361482410648,0
SD,20,area_code_415,0,1,35,171.5,98,29.16,153.1,127,13.01,165.6,125,7.45,7.1,3,1.92,0,51.540000000000006,497.30000000000007,353,0.1036396541323144,Apenas Correio de Voz,0,0.021307540896707416,2
CT,212,area_code_415,0,0,0,126.0,96,21.42,144.3,80,12.27,302.8,102,13.63,7.6,3,2.05,1,49.37,580.7,282,0.0850180816256242,Nenhum,0,0.023124643172564602,0
IN,99,area_code_415,1,0,0,197.2,127,33.52,156.0,92,13.26,204.1,99,9.18,9.9,6,2.67,4,58.63,567.1999999999999,328,0.1033674188998589,Apenas Internacional,0,0.021281755820502915,1
OH,94,area_code_510,0,0,0,194.1,62,33.0,227.2,54,19.31,190.4,115,8.57,15.3,4,4.13,1,65.01,626.9999999999999,236,0.1036842105263158,Nenhum,0,0.02147960771888754,1
NY,40,area_code_510,0,0,0,115.7,105,19.67,127.8,113,10.86,107.5,91,4.84,9.3,6,2.51,1,37.88,360.3,316,0.1051346100471829,Nenhum,0,0.021307734275610977,0
NE,86,area_code_510,0,1,29,157.2,118,26.72,196.3,136,16.69,226.7,109,10.2,8.4,5,2.27,3,55.88,588.6,371,0.0949371389738362,Apenas Correio de Voz,0,0.021289834882853898,2
OK,101,area_code_415,0,0,0,269.7,85,45.85,207.6,86,17.65,214.2,107,9.64,4.5,15,1.22,3,74.36,696.0,296,0.1068390804597701,Nenhum,1,0.9693516965716469,3
NC,170,area_code_415,0,0,0,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0,71.22999999999999,650.0,334,0.1095846153846153,Nenhum,0,0.021630114348549234,1
HI,105,area_code_510,0,0,0,227.4,121,38.66,268.5,89,22.82,143.3,82,6.45,13.0,4,3.51,1,71.44,652.2,297,0.1095369518552591,Nenhum,0,0.021285019872292102,1
UT,103,area_code_415,0,0,0,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,0,53.99,508.8,300,0.1061124213836478,Nenhum,0,0.02128379982394287,0
MD,140,area_code_415,1,1,27,188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.5,5,3.11,4,57.8,559.0,335,0.1033989266547406,Ambos,0,0.021405214089484696,2
VT,101,area_code_510,0,0,0,0.0,0,0.0,192.1,119,16.33,168.8,95,7.6,7.2,4,1.94,1,25.87,368.1,219,0.0702798152675903,Nenhum,0,0.021391939353612378,0
TX,98,area_code_408,0,1,19,110.5,87,18.79,227.8,97,19.36,243.6,84,10.96,11.0,4,2.97,1,52.08,592.9,273,0.0878394332939787,Apenas Correio de Voz,0,0.02156685958486077,0
AZ,104,area_code_408,0,0,0,167.6,116,28.49,219.2,112,18.63,215.9,94,9.72,11.7,2,3.16,4,60.0,614.4,328,0.09765625,Nenhum,0,0.02156862928821584,1
VA,115,area_code_415,0,0,0,132.0,90,22.44,197.5,75,16.79,175.8,114,7.91,0.0,0,0.0,3,47.14,505.3,282,0.0932911141895903,Nenhum,0,0.021529458154587042,0
WI,112,area_code_408,0,0,0,167.8,88,28.53,247.9,81,21.07,155.1,108,6.98,11.9,4,3.21,0,59.79,582.7,281,0.1026085464218294,Nenhum,0,0.021287570110286893,1
NE,70,area_code_415,0,0,0,213.4,86,36.28,204.7,77,17.4,256.6,101,11.55,5.7,4,1.54,1,66.77000000000001,680.4000000000001,269,0.0981334509112286,Nenhum,0,0.021585134885386655,1
KY,126,area_code_510,0,0,0,175.4,120,29.82,98.3,71,8.36,201.9,93,9.09,10.6,1,2.86,0,50.13,486.2000000000001,285,0.1031057178116001,Nenhum,0,0.021313226215484572,0
NV,87,area_code_510,0,1,39,82.6,113,14.04,224.4,63,19.07,163.6,88,7.36,9.5,1,2.57,3,43.04,480.1,268,0.0896479900020829,Apenas Correio de Voz,0,0.02135126458753061,2
MT,125,area_code_510,0,0,0,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4,44.7,473.3,320,0.0944432706528628,Nenhum,1,0.9693185965346436,3
MO,86,area_code_415,0,0,0,125.5,139,21.34,269.8,93,22.93,235.8,110,10.61,8.9,8,2.4,1,57.28,640.0,351,0.0895,Nenhum,0,0.021306552277994183,0
MS,73,area_code_415,0,1,31,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6,49.28,579.8,302,0.0849948258020006,Apenas Correio de Voz,1,0.9694171874705884,3
NM,232,area_code_408,0,0,0,165.6,104,28.15,195.9,115,16.65,118.3,77,5.32,11.8,3,3.19,1,53.31,491.6,300,0.1084418226200162,Nenhum,0,0.021414040852084516,0
NJ,1,area_code_415,0,1,30,183.1,95,31.13,232.6,110,19.77,248.3,110,11.17,8.4,2,2.27,0,64.34,672.4,317,0.0956870910172516,Apenas Correio de Voz,0,0.021285883077667715,2
NH,133,area_code_408,0,0,0,162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,5,3.29,1,60.6,646.8,269,0.0936920222634508,Nenhum,0,0.0214188752194829,1
NC,103,area_code_510,0,0,0,166.6,84,28.32,192.4,91,16.35,167.9,115,7.56,7.7,6,2.08,1,54.31,534.6,297,0.101589973812196,Nenhum,0,0.021284971512473237,0
MT,131,area_code_415,0,1,24,135.9,60,23.1,233.2,78,19.82,210.6,121,9.48,9.4,4,2.54,1,54.940000000000005,589.1,264,0.0932609064674927,Apenas Correio de Voz,0,0.021285871282710818,2
SD,95,area_code_408,0,1,20,165.7,78,28.17,215.6,94,18.33,243.3,91,10.95,9.8,6,2.65,0,60.1,634.3999999999999,269,0.0947351828499369,Apenas Correio de Voz,0,0.02131985016977178,2
VA,182,area_code_415,0,0,0,176.1,90,29.94,174.9,106,14.87,234.7,134,10.56,9.7,4,2.62,1,57.99,595.4000000000001,335,0.097396708095398,Nenhum,0,0.021281844744166237,1
LA,99,area_code_510,0,0,0,142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0,53.17,559.0,299,0.0951162790697674,Nenhum,0,0.02133249455309605,0
NV,27,area_code_510,0,0,0,177.6,121,30.19,296.8,92,25.23,192.9,106,8.68,7.6,3,2.05,3,66.14999999999999,674.9,325,0.0980145206697288,Nenhum,0,0.02128213959593611,1
AK,141,area_code_408,0,0,0,83.2,74,14.14,190.6,104,16.2,150.5,79,6.77,10.7,7,2.89,1,40.0,435.0,265,0.0919540229885057,Nenhum,0,0.022705177726769905,0
OH,29,area_code_415,1,1,37,235.0,101,39.95,183.3,79,15.58,139.8,106,6.29,5.7,7,1.54,2,63.36,563.8000000000001,295,0.112380276693863,Ambos,0,0.021580894433590618,2
NM,65,area_code_415,0,0,0,105.7,95,17.97,141.8,100,12.05,180.5,105,8.12,6.6,12,1.78,2,39.92,434.6,314,0.0918545789231477,Nenhum,0,0.022285835258764895,0
MI,81,area_code_415,1,0,0,149.4,68,25.4,171.9,98,14.61,214.5,97,9.65,17.9,3,4.83,3,54.49,553.6999999999999,269,0.0984106917103124,Apenas Internacional,1,0.9694336017076527,3
MN,37,area_code_415,0,1,20,264.7,81,45.0,216.5,110,18.4,210.7,102,9.48,10.4,7,2.81,0,75.69,702.3,300,0.1077744553609568,Apenas Correio de Voz,0,0.022050679842408737,2
WY,107,area_code_510,0,1,31,160.3,45,27.25,221.5,70,18.83,261.6,109,11.77,5.6,1,1.51,1,59.35999999999999,649.0000000000001,226,0.0914637904468412,Apenas Correio de Voz,0,0.02191827124208607,2
WY,127,area_code_415,1,1,28,95.9,117,16.3,159.5,131,13.56,152.8,132,6.88,10.4,3,2.81,1,39.55,418.6,384,0.0944816053511705,Ambos,0,0.02135555969804613,0
WA,78,area_code_408,0,0,0,140.7,77,23.92,195.2,114,16.59,252.9,107,11.38,11.7,5,3.16,0,55.05000000000001,600.5,303,0.0916736053288926,Nenhum,0,0.021398468921701656,0
NM,55,area_code_510,0,0,0,119.7,148,20.35,231.8,96,19.7,222.3,113,10.0,4.6,2,1.24,2,51.29,578.4,361,0.0886756569847856,Nenhum,0,0.02129929322051208,0
VA,86,area_code_415,0,1,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,53.49,627.8999999999999,308,0.0851887243191591,Apenas Correio de Voz,0,0.021282918101372554,2
RI,176,area_code_415,0,0,0,250.9,108,42.65,171.4,100,14.57,148.6,85,6.69,9.6,6,2.59,2,66.5,580.5,301,0.1145564168819982,Nenhum,0,0.021283607026646775,1
AL,96,area_code_415,1,0,0,200.6,117,34.1,289.5,120,24.61,98.3,95,4.42,11.2,5,3.02,2,66.15,599.6,339,0.1103235490326884,Apenas Internacional,0,0.021290458868333438,1
WV,11,area_code_510,0,1,38,209.8,130,35.67,196.6,84,16.71,233.0,79,10.49,7.0,7,1.89,1,64.76,646.4,301,0.1001856435643564,Apenas Correio de Voz,0,0.021316364607866147,2
WV,48,area_code_415,0,1,34,198.0,70,33.66,273.7,121,23.26,217.9,71,9.81,7.6,4,2.05,1,68.78,697.2,267,0.0986517498565691,Apenas Correio de Voz,0,0.021380294435527834,2
NJ,127,area_code_510,0,0,0,239.8,107,40.77,128.9,121,10.96,249.9,110,11.25,11.3,5,3.05,1,66.03,629.9,344,0.1048261628829973,Nenhum,0,0.021284106858635944,1
TN,63,area_code_415,0,0,0,164.5,75,27.97,147.9,118,12.57,252.7,97,11.37,11.2,2,3.02,0,54.93,576.3,292,0.0953149401353461,Nenhum,0,0.02172453343888691,0
MI,79,area_code_510,0,0,0,220.9,107,37.55,192.2,97,16.34,161.0,74,7.25,12.2,2,3.29,1,64.43,586.3000000000001,281,0.1098925464779123,Nenhum,0,0.021299174192693837,1
UT,47,area_code_408,0,1,37,112.8,150,19.18,243.9,97,20.73,178.7,112,8.04,13.2,6,3.56,2,51.51,548.6,367,0.0938935472110827,Apenas Correio de Voz,0,0.02137343507242617,2
IL,89,area_code_415,1,1,19,112.6,114,19.14,261.7,132,22.24,123.5,116,5.56,11.1,2,3.0,0,49.94,508.9,364,0.0981332285321281,Ambos,1,0.9366487758887108,3
MI,83,area_code_510,0,1,26,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1,67.37,605.5,304,0.1112634186622626,Apenas Correio de Voz,0,0.021593673507824308,2
WI,126,area_code_415,1,1,34,244.9,118,41.63,219.6,105,18.67,210.8,136,9.49,9.7,6,2.62,4,72.41000000000001,685.0,369,0.1057080291970803,Ambos,0,0.021294776491128247,2
ND,60,area_code_510,0,0,0,203.2,99,34.54,235.8,131,20.04,224.9,112,10.12,15.1,6,4.08,2,68.78,679.0,350,0.1012960235640648,Nenhum,0,0.02148253682163346,1
VT,122,area_code_415,0,0,0,136.7,115,23.24,243.1,137,20.66,188.9,110,8.5,8.6,4,2.32,0,54.72,577.3,366,0.0947860730989087,Nenhum,0,0.021282950580071524,0
WA,136,area_code_408,0,0,0,152.6,97,25.94,208.9,85,17.76,119.1,99,5.36,5.0,10,1.35,1,50.41,485.6,292,0.1038097199341021,Nenhum,0,0.021307006338698944,0
NC,172,area_code_408,0,1,47,274.9,102,46.73,186.6,118,15.86,245.0,123,11.03,8.8,2,2.38,1,75.99999999999999,715.3,346,0.1062491262407381,Apenas Correio de Voz,0,0.0213911379659986,2
ME,102,area_code_510,0,0,0,195.7,116,33.27,209.1,87,17.77,201.1,73,9.05,8.3,3,2.24,1,62.330000000000005,614.1999999999999,280,0.1014816020840117,Nenhum,1,0.8417290677614231,3
SD,113,area_code_415,1,0,0,204.3,82,34.73,188.8,115,16.05,139.4,97,6.27,9.2,7,2.48,1,59.53,541.7,302,0.1098947757061103,Apenas Internacional,0,0.024824978541053744,1
WV,79,area_code_415,0,0,0,222.3,99,37.79,146.2,82,12.43,275.6,82,12.4,8.9,4,2.4,3,65.02,653.0,270,0.0995712098009188,Nenhum,0,0.02132306710521764,1
ID,55,area_code_510,0,1,8,222.5,104,37.83,171.5,94,14.58,377.5,114,16.99,9.7,2,2.62,1,72.02,781.2,315,0.0921915002560163,Apenas Correio de Voz,0,0.02128203637547218,1
LA,111,area_code_415,0,1,28,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2,44.68,443.8,236,0.1006759801712483,Apenas Correio de Voz,0,0.022099232970698705,2
GA,160,area_code_415,0,0,0,174.3,105,29.63,171.3,107,14.56,220.8,131,9.94,8.3,2,2.24,0,56.37,574.7,345,0.0980859578910735,Nenhum,0,0.022395728067083738,1
FL,110,area_code_415,0,0,0,242.5,110,41.23,162.3,140,13.8,184.1,86,8.28,7.8,3,2.11,4,65.42,596.6999999999999,343,0.1096363331657449,Nenhum,0,0.021281728274673624,1
CO,192,area_code_415,0,0,0,221.6,101,37.67,285.2,50,24.24,167.4,83,7.53,12.7,6,3.43,4,72.87,686.9,244,0.1060853108167127,Nenhum,0,0.02128652383425495,1
NV,93,area_code_408,0,0,0,114.3,100,19.43,221.1,103,18.79,126.3,88,5.68,10.9,9,2.94,0,46.84,472.6,300,0.0991112991959373,Nenhum,0,0.021285031640369257,0
IN,101,area_code_415,0,1,33,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.57,2,64.1,600.5,348,0.106744379683597,Apenas Correio de Voz,0,0.02128799813237229,2
VA,77,area_code_510,0,0,0,144.9,136,24.63,151.3,115,12.86,252.4,73,11.36,12.3,3,3.32,2,52.17,560.9,329,0.0930112319486539,Nenhum,0,0.021285763425840154,0
UT,105,area_code_415,0,1,40,236.5,111,40.21,117.0,110,9.95,221.1,115,9.95,8.1,3,2.19,2,62.3,582.7,341,0.1069160803157713,Apenas Correio de Voz,0,0.022531556752440438,2
UT,133,area_code_408,0,1,44,174.0,80,29.58,209.4,113,17.8,224.1,87,10.08,14.1,7,3.81,2,61.27,621.6,289,0.098568211068211,Apenas Correio de Voz,1,0.8560821666406371,3
MO,131,area_code_408,0,0,0,109.5,95,18.62,332.1,48,28.23,258.6,108,11.64,6.6,7,1.78,1,60.27,706.8000000000001,259,0.0852716468590831,Nenhum,0,0.02139652097151866,0
CT,106,area_code_510,0,1,33,81.6,120,13.87,235.6,85,20.03,150.9,113,6.79,9.9,4,2.67,1,43.36,478.0,323,0.0907112970711297,Apenas Correio de Voz,0,0.02128971605990131,2
HI,118,area_code_415,0,0,0,133.4,113,22.68,121.0,92,10.29,254.7,129,11.46,5.9,4,1.59,1,46.02,515.0,339,0.0893592233009708,Nenhum,0,0.021283289100520734,0
MD,125,area_code_408,0,0,0,137.1,94,23.31,209.8,83,17.83,238.4,114,10.73,8.6,4,2.32,1,54.190000000000005,593.9,296,0.091244317225122,Nenhum,0,0.02323732306200803,0
VA,95,area_code_415,0,0,0,197.0,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0,63.56,615.4,268,0.1032824179395515,Nenhum,0,0.021459311187451507,1
MT,80,area_code_415,0,0,0,198.1,160,33.68,156.7,87,13.32,182.1,76,8.19,9.3,3,2.51,3,57.7,546.1999999999999,329,0.1056389600878799,Nenhum,0,0.021348868740616804,1
